execution time;0.00415993
nodes;1
threads;2
width;1600
height;3200
bin;count
0;0
1;0
2;0
3;0
4;0
5;0
6;1
7;1
8;1
9;0
10;6
11;21
12;39
13;160
14;633
15;2597
16;7162
17;12773
18;20493
19;29277
20;38351
21;47210
22;55352
23;56596
24;62357
25;66830
26;71839
27;76902
28;83022
29;83723
30;79768
31;68264
32;62381
33;62949
34;64759
35;65073
36;67030
37;68511
38;71508
39;74481
40;78754
41;83605
42;90631
43;97988
44;108631
45;120716
46;132744
47;141137
48;142933
49;137643
50;134201
51;135785
52;133743
53;118956
54;102625
55;85964
56;69741
57;57679
58;49897
59;45516
60;44055
61;43693
62;44084
63;43136
64;40636
65;38557
66;36904
67;35180
68;34558
69;35598
70;37665
71;39171
72;40647
73;40695
74;40815
75;39339
76;37088
77;35051
78;34930
79;34581
80;33352
81;32135
82;31625
83;31168
84;29974
85;28251
86;27120
87;26114
88;25256
89;24243
90;23609
91;22452
92;20969
93;19352
94;18301
95;16742
96;15463
97;14775
98;14212
99;13834
100;13096
101;12159
102;11679
103;11220
104;10413
105;10108
106;9858
107;9728
108;9340
109;8959
110;8624
111;8445
112;7892
113;7489
114;7295
115;7231
116;7151
117;7093
118;6836
119;6716
120;6401
121;6213
122;5923
123;5837
124;5783
125;5738
126;5769
127;5690
128;5614
129;5355
130;5408
131;5045
132;5013
133;5026
134;4899
135;4897
136;4887
137;4785
138;4411
139;4221
140;4146
141;3801
142;3639
143;3566
144;3631
145;3494
146;3440
147;3454
148;3183
149;2901
150;2701
151;2623
152;2560
153;2608
154;2486
155;2485
156;2410
157;2408
158;2360
159;2401
160;2355
161;2410
162;2430
163;2472
164;2384
165;2235
166;1889
167;1762
168;1548
169;1523
170;1444
171;1443
172;1474
173;1364
174;1403
175;1315
176;1255
177;1199
178;1191
179;1049
180;1009
181;986
182;922
183;940
184;912
185;835
186;794
187;807
188;886
189;859
190;819
191;790
192;700
193;650
194;646
195;636
196;561
197;524
198;531
199;515
200;483
201;497
202;458
203;428
204;423
205;355
206;328
207;299
208;313
209;259
210;267
211;259
212;291
213;241
214;270
215;234
216;223
217;194
218;172
219;196
220;169
221;185
222;138
223;115
224;125
225;101
226;84
227;92
228;81
229;60
230;74
231;52
232;51
233;35
234;30
235;28
236;22
237;30
238;4
239;5
240;11
241;5
242;1
243;1
244;1
245;3
246;4
247;2
248;0
249;1
250;0
251;0
252;0
253;0
254;0
255;0
