execution time;0.0140679
nodes;1
threads;16
width;3200
height;3200
bin;count
0;0
1;0
2;1
3;0
4;0
5;1
6;0
7;3
8;4
9;6
10;28
11;69
12;228
13;755
14;1255
15;6671
16;14990
17;15273
18;26466
19;42907
20;75832
21;96707
22;79792
23;81783
24;91329
25;100886
26;107754
27;153789
28;165225
29;169404
30;158613
31;138167
32;126855
33;126806
34;128714
35;132790
36;136457
37;140269
38;143881
39;149751
40;156767
41;165583
42;178140
43;194638
44;213883
45;236633
46;260446
47;277826
48;281994
49;276363
50;270621
51;275125
52;267196
53;238973
54;205102
55;170419
56;140047
57;117448
58;101014
59;91456
60;84809
61;88827
62;88642
63;86596
64;81833
65;77387
66;73240
67;70005
68;69345
69;71696
70;75848
71;78190
72;80513
73;81527
74;81821
75;78849
76;74308
77;70284
78;69055
79;69353
80;67156
81;64110
82;62828
83;62091
84;59763
85;56793
86;54559
87;52100
88;50097
89;48671
90;47323
91;45216
92;42099
93;38877
94;36412
95;33152
96;30759
97;29842
98;28973
99;27569
100;25906
101;24492
102;23339
103;22099
104;21072
105;20322
106;19795
107;19045
108;18490
109;18070
110;17366
111;16592
112;15944
113;15231
114;14880
115;14494
116;14320
117;13995
118;13727
119;13448
120;12822
121;12459
122;11888
123;11420
124;11421
125;11461
126;11602
127;11661
128;11246
129;10915
130;10484
131;10287
132;9869
133;9907
134;10030
135;9963
136;9539
137;9207
138;8894
139;8874
140;8131
141;7682
142;7334
143;7136
144;6932
145;7016
146;6936
147;6824
148;6480
149;5873
150;5683
151;5241
152;5054
153;5007
154;4948
155;4889
156;4903
157;4882
158;4823
159;4668
160;4680
161;4840
162;4831
163;4956
164;4765
165;4518
166;3946
167;3468
168;3172
169;2981
170;2820
171;2860
172;2975
173;2839
174;2700
175;2714
176;2457
177;2470
178;2269
179;2150
180;2008
181;1998
182;1866
183;1808
184;1760
185;1698
186;1679
187;1609
188;1724
189;1645
190;1699
191;1571
192;1421
193;1307
194;1254
195;1127
196;1112
197;1114
198;1101
199;1095
200;1017
201;1001
202;920
203;839
204;722
205;715
206;613
207;647
208;639
209;578
210;566
211;545
212;532
213;495
214;455
215;464
216;477
217;402
218;406
219;381
220;341
221;290
222;314
223;262
224;229
225;213
226;181
227;167
228;142
229;157
230;117
231;102
232;82
233;89
234;62
235;51
236;51
237;37
238;27
239;20
240;11
241;10
242;9
243;4
244;10
245;5
246;2
247;0
248;0
249;0
250;0
251;0
252;0
253;0
254;0
255;0
