execution time;0.0692101
nodes;1
threads;0
width;6400
height;12800
bin;count
0;0
1;0
2;0
3;1
4;1
5;3
6;2
7;1
8;16
9;34
10;134
11;365
12;1388
13;5091
14;16896
15;51051
16;118299
17;205709
18;325777
19;468041
20;611395
21;769663
22;877269
23;902975
24;996150
25;1065314
26;1137825
27;1227039
28;1327014
29;1348824
30;1274839
31;1093713
32;1015491
33;1002131
34;1037476
35;1047482
36;1093432
37;1107158
38;1162091
39;1183607
40;1265578
41;1322205
42;1448802
43;1551942
44;1744217
45;1891959
46;2116091
47;2216955
48;2280552
49;2187448
50;2171585
51;2182609
52;2145477
53;1893139
54;1651063
55;1349264
56;1128307
57;924899
58;809900
59;727236
60;714424
61;701719
62;714164
63;686968
64;660278
65;612692
66;590660
67;555548
68;558929
69;567951
70;608814
71;623642
72;650074
73;647429
74;657420
75;629408
76;595661
77;557591
78;558208
79;549036
80;539846
81;510627
82;507370
83;490507
84;483903
85;450599
86;437759
87;413665
88;404667
89;386261
90;382538
91;358181
92;338760
93;309512
94;292195
95;261718
96;249981
97;236253
98;233112
99;217577
100;210041
101;194630
102;187873
103;175317
104;170214
105;160172
106;158919
107;150987
108;150347
109;143459
110;140112
111;131249
112;128436
113;120353
114;119745
115;115314
116;115747
117;111267
118;111334
119;105478
120;104046
121;97917
122;96144
123;92072
124;92039
125;90592
126;93388
127;91286
128;90768
129;85701
130;85517
131;80834
132;80337
133;78774
134;80745
135;77796
136;77782
137;73307
138;73029
139;69557
140;65329
141;60510
142;59060
143;56518
144;56586
145;55461
146;56240
147;53703
148;51980
149;47604
150;44987
151;41611
152;41299
153;39635
154;40055
155;38988
156;39205
157;38649
158;38640
159;37180
160;37850
161;38015
162;39179
163;39382
164;38804
165;35620
166;31528
167;27429
168;25801
169;23540
170;23092
171;22814
172;23268
173;22564
174;22170
175;21406
176;20574
177;18793
178;18409
179;17026
180;16589
181;15518
182;15292
183;14225
184;14242
185;13565
186;13605
187;12841
188;13344
189;13207
190;13579
191;12450
192;11777
193;10301
194;9930
195;9173
196;9004
197;8825
198;8863
199;8356
200;8432
201;7886
202;7564
203;6546
204;6068
205;5441
206;5268
207;5052
208;5055
209;4662
210;4620
211;4327
212;4124
213;3956
214;3721
215;3524
216;3652
217;3468
218;3337
219;2935
220;2768
221;2565
222;2238
223;2092
224;1960
225;1615
226;1475
227;1294
228;1282
229;1061
230;934
231;905
232;717
233;608
234;520
235;497
236;384
237;266
238;230
239;149
240;84
241;79
242;66
243;60
244;56
245;51
246;19
247;0
248;0
249;0
250;0
251;0
252;0
253;0
254;0
255;0
